,name,model,year,selling_price,km_driven,fuel,mileage,engine,seats
333,Hyundai Creta 1.6,Hyundai,2017,1100000,67000,Diesel,17.01,1582,5
334,Maruti Swift VXI,Maruti,2018,610000,52000,Petrol,22.0,1197,5
335,Datsun GO T,Datsun,2016,335000,40000,Petrol,20.63,1198,5
336,Hyundai Grand i10,Hyundai,2015,434999,40000,Petrol,18.9,1197,5
337,Toyota Fortuner 2.8,Toyota,2018,3000000,35000,Diesel,14.24,2755,7
338,Renault KWID RXL,Renault,2018,390000,13000,Petrol,20.71,799,5
339,Honda Brio 1.2,Honda,2012,325000,40000,Petrol,18.5,1198,5
340,Volkswagen Ameo 1.2,Volkswagen,2019,640000,10000,Petrol,17.0,1198,5
341,Nissan Sunny XV,Nissan,2012,450000,9000,Petrol,16.95,1498,5
342,Toyota Etios Liva,Toyota,2013,400000,70000,Diesel,23.59,1364,5
343,Hyundai i10 Sportz,Hyundai,2009,215000,60000,Petrol,20.36,1197,5
344,Renault Duster 85PS,Renault,2014,570000,40000,Diesel,20.45,1461,5
345,Mahindra XUV500 W8,Mahindra,2012,680000,93000,Diesel,15.1,2179,7
346,Toyota Innova 2.5,Toyota,2008,325000,80000,Diesel,12.8,2494,7
347,Tata Indigo CS,Tata,2011,150000,50000,Petrol,15.64,1193,5
348,Hyundai Elantra SX,Hyundai,2013,690000,68000,Petrol,14.5,1797,5
349,Mercedes-Benz New C-Class,Mercedes-Benz,2013,1550000,25000,Diesel,14.84,2143,5
350,Tata Nano STD,Tata,2012,64000,18000,Petrol,25.4,624,4
351,Nissan Micra Diesel,Nissan,2013,250000,120000,Diesel,23.08,1461,5
352,Maruti Wagon R,Maruti,2005,65000,35000,Petrol,18.9,998,5
353,Maruti Swift Dzire,Maruti,2016,550000,60000,Diesel,26.59,1248,5
354,Hyundai i10 Magna,Hyundai,2010,140000,70000,Petrol,20.36,1197,5
355,Renault KWID RXT,Renault,2016,300000,30000,Petrol,25.17,799,5
356,Volkswagen GTI 1.8,Volkswagen,2016,800000,70000,Petrol,16.34,1798,5
357,Jaguar XE 2016-2019,Jaguar,2017,2625000,9000,Diesel,13.6,1999,5
358,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
359,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
360,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
361,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
362,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
363,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
364,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
365,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
366,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
367,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
368,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
369,Maruti Swift AMT,Maruti,2018,600000,69779,Petrol,22.0,1197,5
370,Hyundai Grand i10,Hyundai,2017,450000,56290,Diesel,24.0,1186,5
371,BMW X4 M,BMW,2019,5400000,7500,Diesel,16.78,1995,5
372,BMW X4 M,BMW,2019,5500000,8500,Diesel,16.78,1995,5
373,Honda Amaze V,Honda,2019,779000,7032,Petrol,19.0,1199,5
374,Skoda Rapid 1.6,Skoda,2016,645000,11000,Petrol,14.3,1598,5
375,Volvo V40 D3,Volvo,2018,2475000,2000,Diesel,16.8,1984,5
376,Hyundai i10 Magna,Hyundai,2010,150000,106000,Petrol,20.36,1197,5
377,Honda CR-V 2.4L,Honda,2009,500000,120000,Petrol,11.1,2354,5
378,Maruti Swift Dzire,Maruti,2015,480000,90000,Diesel,26.59,1248,5
379,Hyundai Verna 1.6,Hyundai,2014,535000,70000,Diesel,22.32,1582,5
380,Toyota Innova 2.5,Toyota,2005,250000,240000,Diesel,12.8,2494,8
381,Maruti SX4 Celebration,Maruti,2012,300000,100000,Diesel,21.5,1248,5
382,Hyundai Verna XXi,Hyundai,2009,340000,214000,Petrol,13.9,1599,5
383,Hyundai Verna CRDi,Hyundai,2009,340000,214000,Diesel,16.8,1493,5
384,Maruti Alto 800,Maruti,2016,240000,50000,Petrol,22.74,796,5
385,Honda City i-VTEC,Honda,2018,1085000,1000,Petrol,18.0,1497,5
386,Maruti Swift Dzire,Maruti,2017,750000,19000,Diesel,28.4,1248,5
387,Tata Indigo LS,Tata,2012,95000,265000,Diesel,17.0,1405,5
388,Maruti Eeco CNG,Maruti,2020,409999,35000,CNG,20.88,1196,5
389,Maruti Alto K10,Maruti,2014,215000,80000,Petrol,23.95,998,5
390,Mahindra XUV500 AT,Mahindra,2016,1290000,50000,Diesel,16.0,2179,7
391,Maruti Alto K10,Maruti,2010,150000,80000,Petrol,20.92,998,5
392,Hyundai EON Sportz,Hyundai,2013,219000,50000,Petrol,21.1,814,5
393,Tata Tiago 1.2,Tata,2018,325000,100000,Petrol,23.84,1199,5
394,Maruti Eeco Smiles,Maruti,2013,260000,120000,Petrol,15.1,1196,5
395,Jaguar XE 2016-2019,Jaguar,2017,2625000,9000,Diesel,13.6,1999,5
396,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
397,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
398,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
399,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
400,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
401,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
402,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
403,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
404,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
405,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
406,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
407,Maruti Swift AMT,Maruti,2018,600000,69779,Petrol,22.0,1197,5
408,Hyundai Grand i10,Hyundai,2017,450000,56290,Diesel,24.0,1186,5
409,BMW X4 M,BMW,2019,5400000,7500,Diesel,16.78,1995,5
410,BMW X4 M,BMW,2019,5500000,8500,Diesel,16.78,1995,5
411,Honda Amaze V,Honda,2019,779000,7032,Petrol,19.0,1199,5
412,Skoda Rapid 1.6,Skoda,2016,645000,11000,Petrol,14.3,1598,5
413,Volvo V40 D3,Volvo,2018,2475000,2000,Diesel,16.8,1984,5
414,Honda Amaze S,Honda,2019,700000,40000,Diesel,23.8,1498,5
415,Hyundai Creta 1.4,Hyundai,2017,950000,45000,Diesel,21.38,1396,5
416,Maruti Alto LXi,Maruti,2010,160000,80000,Petrol,19.7,796,5
417,Hyundai Xcent 1.1,Hyundai,2015,409999,135000,Diesel,24.4,1120,5
418,Toyota Innova 2.5,Toyota,2015,840000,120000,Diesel,12.99,2494,7
419,Toyota Etios Liva,Toyota,2013,450000,67000,Diesel,23.59,1364,5
420,Maruti Swift Dzire,Maruti,2017,900000,50000,Diesel,28.4,1248,5
421,Toyota Innova 2.5,Toyota,2008,570000,134000,Diesel,12.8,2494,7
422,Nissan Micra Diesel,Nissan,2011,254999,110000,Diesel,23.08,1461,5
423,Maruti 800 AC,Maruti,2009,130000,40000,Petrol,16.1,796,4
424,Maruti Swift Dzire,Maruti,2013,530000,120000,Diesel,23.4,1248,5
425,Volkswagen Polo 1.5,Volkswagen,2015,520000,110000,Diesel,20.14,1498,5
426,Mahindra Verito 1.5,Mahindra,2011,229999,170000,Diesel,21.0,1461,5
427,Maruti 800 AC,Maruti,2004,81000,80000,Petrol,16.1,796,4
428,Maruti Swift VDI,Maruti,2016,600000,47000,Diesel,25.2,1248,5
429,Hyundai Xcent 1.2,Hyundai,2015,409999,93000,Petrol,19.1,1197,5
430,Maruti 800 Std,Maruti,2010,120000,70000,Petrol,16.1,796,4
431,Maruti Celerio VXI,Maruti,2014,320000,50000,Petrol,23.1,998,5
432,Ford Figo Diesel,Ford,2015,292000,70000,Diesel,20.0,1399,5
433,Tata Safari DICOR,Tata,2012,390000,80000,Diesel,13.93,2179,7
434,Ford Figo 1.2P,Ford,2016,550000,44000,Petrol,18.16,1196,5
435,Maruti Celerio ZXI,Maruti,2014,385000,25000,Petrol,23.1,998,5
436,Hyundai Creta 1.6,Hyundai,2016,800000,25000,Petrol,15.29,1591,5
437,Maruti Swift Dzire,Maruti,2019,675000,10000,Petrol,21.21,1197,5
438,Tata Hexa XT,Tata,2018,1525000,50000,Diesel,17.6,2179,7
439,Ford EcoSport 1.5,Ford,2018,950000,30000,Diesel,23.0,1498,5
440,Hyundai i20 Active,Hyundai,2015,610000,50000,Diesel,21.19,1396,5
441,Hyundai i20 Asta,Hyundai,2012,525000,120000,Diesel,22.54,1396,5
442,Honda Amaze S,Honda,2019,700000,40000,Diesel,23.8,1498,5
443,Mahindra Bolero 2011-2019,Mahindra,2015,375000,80000,Diesel,15.96,2523,7
444,Nissan Terrano XL,Nissan,2015,580000,90000,Diesel,20.45,1461,5
445,Maruti Swift VXI,Maruti,2015,434999,50000,Petrol,20.4,1197,5
446,Datsun RediGO 1.0,Datsun,2020,350000,2136,Petrol,22.5,999,5
447,Toyota Innova 2.5,Toyota,2012,730000,250000,Diesel,12.99,2494,7
448,Hyundai i20 Magna,Hyundai,2015,600000,35000,Petrol,18.6,1197,5
449,Toyota Innova 2.5,Toyota,2015,1050000,120000,Diesel,12.99,2494,7
450,Maruti Baleno Alpha,Maruti,2017,735000,70000,Diesel,27.39,1248,5
451,Renault Duster 110PS,Renault,2018,1050000,18000,Diesel,19.6,1461,5
452,Chevrolet Enjoy 1.3,Chevrolet,2016,420000,110000,Diesel,18.2,1248,7
453,Maruti SX4 S,Maruti,2017,800000,60000,Diesel,23.65,1248,5
454,Toyota Fortuner 4x2,Toyota,2015,2000000,60000,Diesel,12.55,2982,7
455,Maruti Swift Dzire,Maruti,2016,600000,147000,Diesel,26.59,1248,5
456,Toyota Fortuner 4x2,Toyota,2015,1900000,130000,Diesel,12.55,2982,7
457,Chevrolet Captiva LT,Chevrolet,2011,500000,99500,Diesel,11.5,1991,7
458,Tata Indica Vista,Tata,2011,200000,110000,Diesel,17.0,1405,5
459,Nissan Micra Active,Nissan,2016,370000,35000,Petrol,19.49,1198,5
460,Hyundai Verna Transform,Hyundai,2010,260000,110000,Diesel,16.2,1493,5
461,Mahindra KUV 100,Mahindra,2016,280000,100000,Diesel,25.32,1198,6
462,Maruti Ertiga VXI,Maruti,2014,610000,21000,Petrol,16.02,1373,7
463,Ford Fiesta Titanium,Ford,2013,300000,60000,Diesel,23.5,1498,5
464,Tata Indigo CS,Tata,2010,140000,40000,Diesel,16.6,1405,5
465,Hyundai i10 Magna,Hyundai,2008,229999,50000,Petrol,19.81,1086,5
466,Maruti A-Star Vxi,Maruti,2010,200000,65000,Petrol,19.0,998,5
467,Maruti Wagon R,Maruti,2011,200000,80000,Petrol,18.9,998,5
468,Hyundai Verna 1.6,Hyundai,2015,560000,119000,Diesel,23.9,1582,5
469,Maruti Ertiga SHVS,Maruti,2016,750000,80000,Diesel,24.52,1248,7
470,Maruti Swift VDI,Maruti,2017,585000,90000,Diesel,25.2,1248,5
471,Hyundai Verna 1.6,Hyundai,2016,760000,20000,Petrol,17.01,1591,5
472,Maruti Swift VDI,Maruti,2014,430000,80000,Diesel,25.2,1248,5
473,Mahindra KUV 100,Mahindra,2020,480000,44665,Diesel,25.32,1198,6
474,Kia Seltos HTE,Kia,2019,643000,10000,Diesel,20.8,1493,5
475,Hyundai Xcent 1.2,Hyundai,2018,500000,60000,Petrol,20.14,1197,5
476,Honda Brio 1.2,Honda,2016,425000,22000,Petrol,18.5,1198,5
477,Maruti Alto 800,Maruti,2014,250000,25000,Petrol,22.74,796,5
478,Maruti Celerio LDi,Maruti,2016,285000,70000,Diesel,27.62,793,5
479,Maruti Swift Dzire,Maruti,2008,160000,123000,Petrol,17.5,1298,5
480,Volkswagen Vento Diesel,Volkswagen,2011,250000,70000,Diesel,20.54,1598,5
481,Chevrolet Beat LS,Chevrolet,2013,170000,70000,Petrol,18.6,1199,5
482,Toyota Etios Liva,Toyota,2013,409999,45000,Diesel,23.59,1364,5
483,Hyundai Grand i10,Hyundai,2015,400000,40000,Petrol,18.9,1197,5
484,Maruti Swift Dzire,Maruti,2019,700000,30000,Diesel,28.4,1248,5
485,Honda Civic 1.8,Honda,2007,350000,90000,Petrol,12.9,1799,5
486,Maruti Ertiga BSIV,Maruti,2016,660000,34000,Petrol,17.5,1373,7
487,Maruti Alto 800,Maruti,2017,268000,25000,Petrol,24.7,796,5
488,Maruti Alto 800,Maruti,2016,270000,50000,Petrol,22.74,796,5
489,Chevrolet Beat Diesel,Chevrolet,2013,300000,50000,Diesel,25.44,936,5
490,Tata Tiago 1.2,Tata,2017,450000,90000,Petrol,23.84,1199,5
491,Chevrolet Beat Diesel,Chevrolet,2012,220000,70000,Diesel,25.44,936,5
492,Tata New Safari,Tata,2009,250000,146000,Diesel,13.93,2179,7
493,Ford Figo Petrol,Ford,2012,300000,85000,Petrol,15.6,1196,5
494,Tata Indica V2,Tata,2009,88000,201850,Diesel,17.88,1396,5
495,Maruti Swift Dzire,Maruti,2016,561000,30000,Diesel,26.59,1248,5
496,Maruti Swift Dzire,Maruti,2018,755000,15000,Diesel,28.4,1248,5
497,Datsun RediGO S,Datsun,2017,235000,25000,Petrol,22.7,799,5
498,Maruti Alto K10,Maruti,2011,165000,90000,Petrol,20.92,998,5
499,Maruti Swift Dzire,Maruti,2008,190000,80000,Diesel,19.3,1248,5
500,Tata Indica V2,Tata,2011,110000,50000,Diesel,17.2,1396,5
501,Mahindra Bolero 2011-2019,Mahindra,2012,320000,80000,Diesel,13.6,2523,8
502,Hyundai i20 Asta,Hyundai,2016,540000,38000,Petrol,18.6,1197,5
503,Hyundai EON Era,Hyundai,2013,180000,60000,Petrol,21.1,814,5
504,Maruti Eeco 7,Maruti,2016,270000,100000,Petrol,15.37,1196,7
505,Maruti Swift Dzire,Maruti,2012,450000,30000,Petrol,17.5,1197,5
506,Maruti Swift Dzire,Maruti,2014,450000,30000,Petrol,19.1,1197,5
507,Chevrolet Beat LT,Chevrolet,2015,200000,50000,Petrol,18.6,1199,5
508,Tata Tiago 1.2,Tata,2017,425000,42000,Petrol,23.84,1199,5
509,Chevrolet Sail 1.2,Chevrolet,2016,400000,30000,Petrol,18.2,1199,5
510,Maruti Alto LXi,Maruti,2009,125000,60000,Petrol,19.7,796,5
511,Jeep Compass 2.0,Jeep,2018,1600000,14000,Diesel,17.1,1956,5
512,Honda City i,Honda,2015,900000,22000,Petrol,17.4,1497,5
513,Volkswagen Vento Diesel,Volkswagen,2012,450000,90000,Diesel,20.54,1598,5
514,Maruti Alto K10,Maruti,2011,210000,46000,Petrol,20.92,998,5
515,Hyundai i20 1.2,Hyundai,2018,801000,20000,Petrol,18.6,1197,5
516,Tata Venture EX,Tata,2014,317000,15000,Diesel,15.42,1405,7
517,Maruti Ertiga VXI,Maruti,2015,600000,40000,Petrol,16.02,1373,7
518,Hyundai i20 Magna,Hyundai,2014,330000,30000,Petrol,18.5,1197,5
519,Hyundai EON Magna,Hyundai,2017,320000,15000,Petrol,21.1,814,5
520,Hyundai Getz GLX,Hyundai,2007,120000,110000,Petrol,15.3,1341,5
521,Maruti Alto LXi,Maruti,2009,130000,70000,Petrol,19.7,796,5
522,Chevrolet Sail 1.2,Chevrolet,2015,220000,80000,Petrol,18.2,1199,5
523,Tata Zest Revotron,Tata,2015,340000,110000,Petrol,17.57,1193,5
524,Ford Classic 1.4,Ford,2013,200000,70000,Diesel,19.68,1399,5
525,Maruti Alto LXI,Maruti,2002,140000,50000,Petrol,19.7,796,5
526,Toyota Innova 2.5,Toyota,2013,1000000,190000,Diesel,12.99,2494,8
527,Mahindra Bolero SLX,Mahindra,2010,495000,100000,Diesel,13.6,2523,7
528,Maruti Alto 800,Maruti,2015,236000,60000,Petrol,22.74,796,5
529,Maruti Wagon R,Maruti,2015,390000,40000,Petrol,20.51,998,5
530,Maruti Swift Dzire,Maruti,2009,275000,90000,Diesel,19.3,1248,5
531,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
532,Maruti Vitara Brezza,Maruti,2017,775000,32000,Diesel,24.3,1248,5
533,Toyota Innova Crysta,Toyota,2016,1800000,30000,Diesel,11.36,2755,7
534,Hyundai Creta 1.6,Hyundai,2016,850000,58000,Diesel,19.67,1582,5
535,Maruti Vitara Brezza,Maruti,2018,750000,5000,Diesel,24.3,1248,5
536,Hyundai i20 1.2,Hyundai,2018,570000,25000,Petrol,18.6,1197,5
537,Hyundai Grand i10,Hyundai,2018,580000,32000,Petrol,18.9,1197,5
538,Honda Jazz 1.2,Honda,2016,484999,30000,Petrol,18.7,1199,5
539,Honda BR-V i-VTEC,Honda,2017,700000,43000,Petrol,15.4,1497,7
540,Hyundai Verna S,Hyundai,2012,415000,60000,Petrol,17.7,1497,5
541,Nissan Micra XV,Nissan,2015,325000,50000,Petrol,19.34,1198,5
542,Ford Figo Aspire,Ford,2018,550000,14200,Petrol,18.16,1196,5
543,Hyundai EON Sportz,Hyundai,2017,300000,10000,Petrol,21.1,814,5
544,Datsun RediGO T,Datsun,2018,217000,25000,Petrol,22.7,799,5
545,Ford Freestyle Titanium,Ford,2018,700000,19100,Petrol,19.0,1194,5
546,Hyundai Santro Sportz,Hyundai,2019,466000,25000,Petrol,20.3,1086,5
547,Ford EcoSport 1.5,Ford,2014,484999,54000,Diesel,23.0,1498,5
548,Nissan Sunny XL,Nissan,2018,670000,35000,Diesel,22.71,1461,5
549,Hyundai Grand i10,Hyundai,2018,500000,20000,Petrol,18.9,1197,5
550,Maruti SX4 S,Maruti,2016,675000,52000,Diesel,23.65,1248,5
551,Hyundai i20 1.4,Hyundai,2011,220000,120000,Diesel,23.0,1396,5
552,Jeep Compass 2.0,Jeep,2017,1650000,50000,Diesel,17.1,1956,5
553,Maruti Ertiga ZDI,Maruti,2013,630000,120000,Diesel,20.77,1248,7
554,Tata Manza Aura,Tata,2010,250000,90000,Diesel,18.8,1248,5
555,Maruti Wagon R,Maruti,2004,120000,120000,Petrol,18.9,998,5
556,Skoda Rapid 1.5,Skoda,2015,300000,101500,Diesel,21.14,1498,5
557,Hyundai Verna 1.6,Hyundai,2013,525000,75000,Diesel,22.32,1582,5
558,Mahindra Scorpio 1.99,Mahindra,2016,1100000,100000,Diesel,15.4,1997,7
559,Renault Duster 110PS,Renault,2012,480000,55735,Diesel,19.01,1461,5
560,Mahindra XUV500 W4,Mahindra,2014,605000,80000,Diesel,15.1,2179,7
561,Maruti Alto 800,Maruti,2016,250000,50000,Petrol,24.7,796,5
562,Ford Figo Diesel,Ford,2013,245000,70000,Diesel,20.0,1399,5
563,Hyundai i10 Magna,Hyundai,2012,210000,76000,Petrol,20.36,1197,5
564,Maruti Swift Dzire,Maruti,2020,730000,1500,Petrol,21.21,1197,5
565,Mahindra Bolero 2011-2019,Mahindra,2012,500000,76000,Diesel,15.96,2523,7
566,Maruti Wagon R,Maruti,2015,400000,40000,Petrol,20.51,998,5
567,Hyundai EON Magna,Hyundai,2015,280000,60000,Petrol,21.1,814,5
568,Toyota Innova 2.5,Toyota,2009,561000,170000,Diesel,12.8,2494,8
569,Mitsubishi Pajero Sport,Mitsubishi,2013,950000,181491,Diesel,13.5,2477,7
570,Chevrolet Beat Diesel,Chevrolet,2016,375000,53319,Diesel,25.44,936,5
571,Volkswagen Ameo 1.5,Volkswagen,2017,700000,40906,Diesel,21.66,1498,5
572,Toyota Etios VX,Toyota,2012,375000,31711,Petrol,17.6,1496,5
573,Hyundai EON Era,Hyundai,2012,270000,43755,Petrol,21.1,814,5
574,Renault KWID RXT,Renault,2016,300000,66693,Petrol,25.17,799,5
575,Maruti Zen Estilo,Maruti,2010,225000,59549,Petrol,19.0,998,5
576,Toyota Innova 2.5,Toyota,2015,1350000,94385,Diesel,12.99,2494,8
577,Maruti Zen Estilo,Maruti,2010,200000,73730,Petrol,18.2,998,5
578,Hyundai Verna 1.6,Hyundai,2011,400000,221889,Diesel,22.32,1582,5
579,Honda Amaze VX,Honda,2013,500000,116104,Diesel,25.8,1498,5
580,Maruti Swift VXI,Maruti,2015,500000,150546,Petrol,22.0,1197,5
581,Toyota Fortuner 2.8,Toyota,2013,1500000,148120,Diesel,14.24,2755,7
582,Ford Ecosport 1.5,Ford,2015,555000,20000,Petrol,15.8,1499,5
583,Hyundai Grand i10,Hyundai,2018,580000,30000,Petrol,18.9,1197,5
584,Tata Aria Pride,Tata,2011,337000,142000,Diesel,13.7,2179,7
585,Tata Sumo CX,Tata,2011,175000,20000,Diesel,12.2,1948,10
586,Tata Manza Aura,Tata,2009,180000,120000,Diesel,18.8,1248,5
587,Hyundai i10 Sportz,Hyundai,2011,200000,80000,Petrol,19.81,1086,5
588,Tata Indigo CS,Tata,2016,260000,60000,Diesel,19.09,1405,5
589,Renault KWID 1.0,Renault,2016,350000,25000,Petrol,23.01,999,5
590,Mahindra Bolero SLX,Mahindra,2011,409999,50000,Diesel,13.6,2523,7
591,Mahindra TUV 300,Mahindra,2017,655000,126000,Diesel,18.49,1493,7
592,Maruti Swift Dzire,Maruti,2015,370000,170000,Diesel,26.59,1248,5
593,Maruti Alto 800,Maruti,2013,200000,24000,Petrol,22.74,796,5
594,Maruti Ertiga SHVS,Maruti,2017,800000,100000,Diesel,24.52,1248,7
595,Tata Tiago NRG,Tata,2019,550000,10000,Petrol,24.0,1199,5
596,Ford Figo Diesel,Ford,2012,300000,70000,Diesel,20.0,1399,5
597,Maruti Omni E,Maruti,2017,220000,40000,Petrol,16.8,796,8
598,Maruti Wagon R,Maruti,2011,196000,110000,Petrol,18.9,998,5
599,Hyundai i10 Era,Hyundai,2008,135000,80000,Petrol,19.81,1086,5
600,Tata Bolt Revotron,Tata,2015,299000,16500,Petrol,17.57,1193,5
601,Maruti Alto K10,Maruti,2017,300000,30000,Petrol,23.95,998,5
602,Maruti Ertiga SHVS,Maruti,2017,720000,80000,Diesel,24.52,1248,7
603,Tata Safari Storme,Tata,2016,650000,50000,Diesel,14.1,2179,7
604,Maruti Alto K10,Maruti,2016,300000,25000,Petrol,23.95,998,5
605,Hyundai Grand i10,Hyundai,2019,750000,20000,Diesel,24.0,1186,5
606,Renault KWID RXT,Renault,2016,260000,60000,Petrol,25.17,799,5
607,Maruti Swift VDI,Maruti,2011,300000,70000,Diesel,22.9,1248,5
608,Mahindra Bolero 2011-2019,Mahindra,2014,600000,50000,Diesel,15.96,2523,7
609,Honda Aord V6,Honda,2004,275000,100000,Petrol,9.0,2997,5
610,Maruti Alto K10,Maruti,2015,250000,52000,Petrol,23.95,998,5
611,Maruti Swift Dzire,Maruti,2014,420000,80000,Diesel,23.4,1248,5
612,Hyundai EON Era,Hyundai,2015,235000,50000,Petrol,21.1,814,5
613,Mahindra Scorpio S10,Mahindra,2016,1100000,60000,Diesel,15.4,2179,7
614,Maruti Alto K10,Maruti,2019,360000,25000,Petrol,23.95,998,5
615,Hyundai Grand i10,Hyundai,2014,380000,50000,Diesel,24.0,1120,5
616,Ford EcoSport 1.5,Ford,2016,650000,125000,Diesel,22.77,1498,5
617,Maruti Wagon R,Maruti,2016,350000,80000,Petrol,20.51,998,5
618,Mahindra Bolero 2011-2019,Mahindra,2017,700000,70000,Diesel,15.96,2523,9
619,Hyundai i20 Asta,Hyundai,2010,270000,90000,Diesel,23.0,1396,5
620,Tata Bolt Quadrajet,Tata,2017,450000,50000,Diesel,22.95,1248,5
621,Mahindra Thar CRDe,Mahindra,2016,630000,101000,Diesel,16.55,2498,6
622,Mahindra Xylo E4,Mahindra,2010,229999,168000,Diesel,14.0,2498,7
623,Mahindra Xylo E4,Mahindra,2010,229999,168000,Diesel,14.0,2498,7
624,Maruti Wagon R,Maruti,2011,270000,40000,Petrol,18.9,998,5
625,Tata Indica Vista,Tata,2009,135000,28900,Petrol,0.0,1172,5
626,Maruti Wagon R,Maruti,2012,275000,20000,Petrol,18.9,998,5
627,Jaguar XE 2016-2019,Jaguar,2017,2625000,9000,Diesel,13.6,1999,5
628,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
629,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
630,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
631,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
632,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
633,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
634,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
635,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
636,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
637,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
638,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
639,Maruti Swift AMT,Maruti,2018,600000,69779,Petrol,22.0,1197,5
640,Hyundai Grand i10,Hyundai,2017,450000,56290,Diesel,24.0,1186,5
641,BMW X4 M,BMW,2019,5400000,7500,Diesel,16.78,1995,5
642,BMW X4 M,BMW,2019,5500000,8500,Diesel,16.78,1995,5
643,Honda Amaze V,Honda,2019,779000,7032,Petrol,19.0,1199,5
644,Skoda Rapid 1.6,Skoda,2016,645000,11000,Petrol,14.3,1598,5
645,Volvo V40 D3,Volvo,2018,2475000,2000,Diesel,16.8,1984,5
646,Mahindra TUV 300,Mahindra,2015,634000,165000,Diesel,18.49,1493,7
647,Maruti A-Star Zxi,Maruti,2012,235000,98500,Petrol,19.0,998,5
648,Hyundai i10 Asta,Hyundai,2008,275000,98000,Petrol,20.36,1197,5
649,Mahindra Thar CRDe,Mahindra,2014,700000,40000,Diesel,16.55,2498,6
650,Fiat Grande Punto,Fiat,2013,400000,90000,Diesel,20.3,1248,5
651,Maruti Alto LXi,Maruti,2012,215000,90000,Petrol,19.7,796,5
652,Hyundai Getz 1.5,Hyundai,2009,150000,110000,Diesel,17.1,1493,5
653,Maruti S-Cross 2017-2020,Maruti,2018,950000,77800,Diesel,25.1,1248,5
654,Mahindra TUV 300,Mahindra,2015,730000,100000,Diesel,18.49,1493,7
655,Tata Indica V2,Tata,2012,135000,120000,Diesel,19.0,1405,5
656,Hyundai Xcent 1.2,Hyundai,2016,350000,80000,Petrol,19.1,1197,5
657,Mahindra KUV 100,Mahindra,2018,535000,21000,Petrol,18.15,1198,6
658,Maruti Swift Dzire,Maruti,2018,455000,100000,Petrol,19.0,1197,5
659,Maruti Swift Dzire,Maruti,2019,655000,25000,Petrol,21.21,1197,5
660,Ford EcoSport 1.5,Ford,2019,800000,30000,Diesel,23.0,1498,5
661,Toyota Yaris V,Toyota,2018,1100000,25000,Petrol,17.8,1496,5
662,Mercedes-Benz E-Class E250,Mercedes-Benz,2016,3000000,40000,Diesel,13.0,2143,5
663,Toyota Fortuner 4x2,Toyota,2012,1225000,160000,Diesel,11.5,2982,7
664,Mahindra KUV 100,Mahindra,2018,340000,51492,Petrol,18.15,1198,6
665,Volkswagen Vento Diesel,Volkswagen,2011,300000,72000,Diesel,20.54,1598,5
666,Ford Figo 1.2P,Ford,2016,370000,60000,Petrol,18.16,1196,5
